model,batch_size,start_time,end_time,duration
nvidia_deeprecommender,512,1653444579974676149,1653444912607176476,332636.375
nvidia_deeprecommender,512,1653444920248765593,1653445252528634693,332283.6875
nvidia_deeprecommender,512,1653445260221020166,1653445592551124701,332333.90625
nvidia_deeprecommender,512,1653445600128434165,1653445932388797826,332264.21875
nvidia_deeprecommender,1024,1653445941518611977,1653446546024727327,604462.5
nvidia_deeprecommender,1024,1653446555008661940,1653447159354000424,604352.4375
nvidia_deeprecommender,1024,1653447168192367151,1653447772610994040,604425.75
nvidia_deeprecommender,1024,1653447781451978439,1653448385852100094,604407.25
fastNLP_Bert,1,1653448392214223082,1653448409376553398,17162.48046875
fastNLP_Bert,1,1653448413154504790,1653448430254543050,17100.181640625
fastNLP_Bert,1,1653448433998589223,1653448451150332269,17151.869140625
fastNLP_Bert,1,1653448455296087742,1653448472402199075,17106.263671875
fastNLP_Bert,2,1653448477069484121,1653448504489870398,27420.669921875
fastNLP_Bert,2,1653448509133853152,1653448536525762766,27392.189453125
fastNLP_Bert,2,1653448541041827557,1653448568465159990,27423.611328125
fastNLP_Bert,2,1653448573386329071,1653448600801218647,27415.17578125
fastNLP_Bert,4,1653448606603318728,1653448657121064833,50518.2890625
fastNLP_Bert,4,1653448663637512922,1653448714218275094,50581.28515625
fastNLP_Bert,4,1653448720325232462,1653448770889292681,50564.60546875
fastNLP_Bert,4,1653448776811309690,1653448827297908390,50487.15234375
fastNLP_Bert,8,1653448836017191812,1653448932420105419,96403.96875
fastNLP_Bert,8,1653448941421159128,1653449037720643729,96300.5390625
fastNLP_Bert,8,1653449046660647840,1653449143100161839,96440.5546875
fastNLP_Bert,8,1653449152100339659,1653449248341300193,96241.9765625
vgg16,1,1653449257038266793,1653449259321195149,2282.898681640625
vgg16,1,1653449263060241615,1653449265342842994,2282.57080078125
vgg16,1,1653449268932945614,1653449271220111343,2287.144287109375
vgg16,1,1653449274494815340,1653449276778632809,2283.769775390625
vgg16,2,1653449280357285714,1653449283059749386,2702.4404296875
vgg16,2,1653449286825958883,1653449289530101560,2704.122802734375
vgg16,2,1653449293054663324,1653449295756926061,2702.24267578125
vgg16,2,1653449299154694634,1653449301861537380,2706.825439453125
vgg16,4,1653449305534769577,1653449309017165088,3482.3818359375
vgg16,4,1653449312278185697,1653449315763065441,3484.844970703125
vgg16,4,1653449319602305503,1653449323083793210,3481.44482421875
vgg16,4,1653449326345116291,1653449329825694714,3480.52490234375
vgg16,8,1653449333776172737,1653449338794598083,5018.404296875
vgg16,8,1653449342741780222,1653449347751763138,5009.9541015625
vgg16,8,1653449351444782092,1653449356460383502,5015.57177734375
vgg16,8,1653449360069184597,1653449365081627566,5012.43408203125
vgg16,16,1653449368917103886,1653449376082398144,7165.298828125
vgg16,16,1653449380199454674,1653449387370763093,7171.306640625
vgg16,16,1653449391191888346,1653449398364053519,7172.1845703125
vgg16,16,1653449401944271086,1653449409112224745,7167.98583984375
vgg16,32,1653449413364566790,1653449425612995135,12248.5205078125
vgg16,32,1653449430352866171,1653449442634326914,12281.552734375
vgg16,32,1653449447319822436,1653449459590310512,12270.537109375
vgg16,32,1653449463708868529,1653449475970868206,12262.0537109375
vgg16,64,1653449480671400933,1653449503594708217,22923.486328125
vgg16,64,1653449508994297529,1653449531881828594,22887.705078125
vgg16,64,1653449537125989661,1653449560036260950,22910.443359375
vgg16,64,1653449565057987536,1653449587997894562,22940.06640625
resnet50,1,1653449594846985390,1653449597438015774,2590.998046875
resnet50,1,1653449600177835767,1653449602793179823,2615.2939453125
resnet50,1,1653449605268303243,1653449607858447847,2590.11376953125
resnet50,1,1653449610344128734,1653449612912654672,2568.49560546875
resnet50,2,1653449615374045035,1653449618170459721,2796.387451171875
resnet50,2,1653449620555221850,1653449623285330993,2730.0810546875
resnet50,2,1653449625698380427,1653449628276450119,2578.040283203125
resnet50,2,1653449630676966372,1653449633415961736,2738.970703125
resnet50,4,1653449635886433892,1653449638478282968,2591.821533203125
resnet50,4,1653449640888553438,1653449643617732046,2729.14599609375
resnet50,4,1653449646038543607,1653449648657138174,2618.560546875
resnet50,4,1653449651069790981,1653449653717142056,2647.312255859375
resnet50,8,1653449656134650954,1653449658717829607,2583.16552734375
resnet50,8,1653449661146884548,1653449663779309419,2632.41796875
resnet50,8,1653449666472135137,1653449669076808456,2604.664794921875
resnet50,8,1653449671710543867,1653449674479037259,2768.48828125
resnet50,16,1653449677192670844,1653449681444449487,4251.78955078125
resnet50,16,1653449684091264403,1653449688353068757,4261.81591796875
resnet50,16,1653449690941172089,1653449695198131341,4256.97265625
resnet50,16,1653449697740693103,1653449702001402728,4259.72119140625
resnet50,32,1653449704777864810,1653449712680241005,7898.48486328125
resnet50,32,1653449715831076759,1653449723734162004,7899.18505859375
resnet50,32,1653449726493011987,1653449734401110888,7904.201171875
resnet50,32,1653449737565041738,1653449745474050883,7905.11181640625
resnet50,64,1653449749029184346,1653449764113020671,15076.4404296875
resnet50,64,1653449767798857830,1653449782878115422,15071.85546875
resnet50,64,1653449786477482705,1653449801565504473,15080.6201171875
resnet50,64,1653449805393540131,1653449820474131277,15080.49609375
hf_Bart,1,1653449833273746895,1653449838990737920,5717.01904296875
hf_Bart,1,1653449848319415930,1653449854063957254,5744.5537109375
hf_Bart,1,1653449863430009643,1653449869133545244,5703.5673828125
hf_Bart,1,1653449878528235166,1653449884282620200,5754.41748046875
hf_Bart,2,1653449894245557179,1653449902936023612,8690.53515625
hf_Bart,2,1653449912648057073,1653449921343318630,8695.3291015625
hf_Bart,2,1653449931021901269,1653449939879088278,8857.2470703125
hf_Bart,2,1653449949307252670,1653449957998860390,8691.6728515625
hf_Bart,4,1653449968517704489,1653449983775081986,15257.5322265625
hf_Bart,4,1653449993997741826,1653450009281795419,15284.2060546875
hf_Bart,4,1653450019136264177,1653450034416342247,15280.2265625
hf_Bart,4,1653450044634117527,1653450059907095758,15273.1279296875
hf_T5,1,1653450074920432309,1653450081753653182,6833.24072265625
hf_T5,1,1653450086599324174,1653450093465411606,6866.10546875
hf_T5,1,1653450098321646542,1653450105179543753,6857.916015625
hf_T5,1,1653450110214961210,1653450117039383692,6824.447265625
hf_T5,2,1653450121915603294,1653450133440817273,11525.291015625
hf_T5,2,1653450139242205585,1653450150844629558,11602.5107421875
hf_T5,2,1653450156143238377,1653450167711276494,11568.115234375
hf_T5,2,1653450172967391529,1653450184545280452,11577.9765625
timm_efficientnet,1,1653450191401493660,1653450194051491430,2649.97412109375
timm_efficientnet,1,1653450196036629506,1653450198771520406,2734.8515625
timm_efficientnet,1,1653450201051674523,1653450203708755628,2657.05615234375
